h_mm,dt_ms,slump_mm,spread_mm,plastic_uj,residual_uj
10.0,0.05,3.9897463435421727,22.665459627805145,129.74002323504305,12.934033825082906
5.0,0.05,4.362327836269539,23.5512476120122,155.37985306645248,24.360291241950442
2.5,0.05,4.516505127725794,25.946321274462207,226.4786980258568,91.11023745894681
