h_mm,dt_ms,slump_mm,spread_mm,plastic_uj,residual_uj
5.0,0.4,4.737586659163902,25.05406176015625,209.52777511343956,434.3397009209298
5.0,0.2,4.607713801779861,24.616365959906457,191.70928142137453,201.70524960391245
5.0,0.1,4.487482300264087,24.10527085146034,173.88556177281976,84.47562054407813
